q,user-throughput,ed,eb,U,ce
0.43451100000000026,419662.8901080003,5972.16,6200.628626716763,96582.8,2383250.1695999997
0.4253411250000001,307407.21661237517,4166.04,4536.976867218934,72273.1,1680538.8756000001
0.47372984999999995,256461.70770494995,3868.44,4236.655457442101,54136.7,1588652.2548
0.5273383500000001,225662.31810045,3795.3300000000004,3887.924374345941,42792.7,1559994.4898999995
0.5589391499999998,198828.07019459998,3425.7400000000002,3564.201224835351,35572.4,1435590.6043999996
0.5925149999999998,195939.97037999998,3268.1999999999994,4003.876338208384,33069.2,1386631.8959999997
0.5925149999999999,203441.21028,3400.9000000000005,5703.15646802198,34335.2,1434533.6290000002
0.6122655000000009,264659.7218265004,8331.03,8622.988189367637,43226.3,3506280.5960999997
0.6122655000000016,386839.751413501,10668.24,12291.256280433381,63181.7,4377392.236799999
0.5925149999999998,509325.894,8973.519999999995,14427.671981600153,85960.0,3540143.3751999983
0.5925149999999999,692907.18651,11345.899999999994,17047.862878727006,116943.4,4369759.925999998
0.5925149999999998,824031.9410399998,13484.8,15720.2580170667,139073.6,5141484.543999999
0.5925149999999998,851427.4645799997,13869.900000000005,17551.135671613196,143697.2,5342130.684000001
0.5747395499999999,875354.7726692999,15302.279999999995,17068.198615839636,152304.6,6050827.557600001
0.5865898499999997,936246.0875575499,15793.259999999998,17234.70204076189,159608.3,6447440.4624
0.56683935,873327.68602695,15785.819999999996,16116.515731484982,154069.7,6451980.3504
0.5707894499999999,867855.6776735999,14414.879999999996,15269.477714551791,152044.8,5847684.369599999
0.504625275,771971.2040675248,12212.52,12880.537071060013,152979.1,4918348.179599999
0.5322759749999999,785735.1487755,12454.939999999999,13149.811838414802,147618.0,4994680.038799999
0.5401761749999998,793180.6507894499,13109.759999999998,13534.790484176443,146837.4,5260029.004799999
0.5352385499999999,778407.0575589,12374.25,12965.792126749768,145431.8,4902677.85
0.55498905,762715.34653545,12767.02,13382.714341026789,137428.9,4971349.917799999
0.4946089500000002,719702.5154913003,11083.09,11716.040450148414,145509.4,4303563.847000001
0.46272599999999986,596075.3041319998,8657.209999999995,9076.252065892713,128818.2,3377783.6256999983
0.42534112500000026,448934.37186262535,6043.2,6490.013492795716,105546.9,2353826.3999999994
0.4387432499999999,342756.31799475,4931.869999999999,5187.205634401688,78122.3,1905625.2492999993
0.47189587499999996,270007.966069875,4249.42,4314.6474903533,57217.7,1641423.4633999998
0.5214132,233170.768908,3767.6699999999996,3884.453754695699,44719.0,1475268.8651999997
0.54708885,194693.60322719996,3275.56,3406.7216888531993,35587.2,1310453.2892
0.5925149999999999,195283.46375999998,3268.2000000000003,4218.343981248715,32958.4,1334209.968
0.5925149999999999,199740.36159000004,3347.999999999999,5535.694113873289,33710.6,1401338.8799999994
0.6451830000000017,232576.8582060006,7510.44,8325.672394680701,36048.2,3220927.2983999997
0.6506379000000008,305963.77375080046,10807.3,11259.755177345587,47025.2,4641519.204000001
0.6188490000000004,405138.78058500035,9331.880000000001,13119.780621481792,65466.5,3995071.1467999993
0.5925149999999998,523334.13362999994,10421.07,13703.2019538274,88324.2,4447921.097399999
0.5925149999999999,662873.193675,12633.640000000003,14452.626939760321,111874.5,5373213.4284
0.5688143999999999,711279.0858096,11702.73,12896.000412904312,125045.9,5054409.086999999
0.5352385499999999,722263.7450951999,11624.76,12442.798655731525,134942.4,5116289.3712
0.5243757749999999,734398.2360272249,11628.669999999998,12362.16543700869,140051.9,5213714.194500001
0.4936214249999999,716963.8940912249,11195.63,11764.524782824677,145245.7,5018777.0164
0.4727423249999999,709291.711356525,10785.329999999998,11641.245598179554,150037.7,4720415.381100001
0.45919912500000004,721196.5633661251,10855.829999999996,11530.42149146485,157055.3,4650420.455399999
0.45778837499999997,685147.5980786249,10154.890000000001,10558.018870825052,149664.7,4307907.435800001
0.4886838,698864.7476448,10703.789999999999,11588.808595515198,143009.6,4519461.251700001
0.5154880499999999,717499.5689861999,11370.8,11991.185349653479,139188.4,4742646.971999999
0.52733835,758581.4898584998,12354.899999999998,12627.769198794795,143851.0,5000645.775
0.4709083499999999,667964.658141,10090.720000000001,10684.126172137396,141846.0,3879881.84
0.46780470000000013,591753.7655073,9200.1,9429.722139787638,126495.9,3325652.148
0.46766362500000014,491508.3902478752,7299.8099999999995,7886.557322917792,105098.7,2532450.0852
0.502650225,394118.491068225,6320.65,6603.313207813,78408.1,2075448.6340000003
0.5431387499999999,309099.71948624996,5117.5,5297.089294275007,56909.9,1596762.3499999999
0.58658985,252661.25950065,5007.12,5026.149980901078,43072.9,1473795.7007999998
0.5925149999999998,213214.74520499998,3480.7000000000007,4915.3434875359935,35984.7,975640.2100000002
0.5925149999999999,179532.63751500004,3015.7999999999997,4600.5309191024335,30300.1,825454.6179999999
0.6188490000000015,188598.5646930005,5076.519999999999,5930.75965527792,30475.7,1395535.3479999998
0.6385995000000004,210695.68743300013,7071.389999999999,7583.294616177302,32993.4,2018316.1338
0.6254325000000011,270517.6937925004,8040.94,8938.37241869756,43252.9,2341682.5467999997
0.5925149999999999,388151.83638000005,6363.8,11729.769897584043,65509.2,1847538.4159999997
0.5925149999999999,585674.4143249999,12504.8,13186.433173820473,98845.5,3660655.152
0.58658985,754695.3558028498,14738.61,14783.190143710079,128658.1,4328877.143099999
0.5707894499999999,808099.7301530996,13120.419999999998,15200.422759421232,141575.8,3832999.4987999997
0.5628892499999999,853085.6770589998,13897.05,15014.252821248496,151554.8,3994707.0225
0.5648642999999999,895591.2179214001,14602.279999999995,15753.325849516628,158549.8,4275693.606799999
0.5293133999999998,855412.7994719998,13535.790000000003,14587.093637954527,161608.0,3964632.891
0.5569640999999999,905585.1960771,14504.219999999998,15593.967153279213,162593.1,4353586.6752
0.5362260749999999,946210.0538409749,15123.710000000003,15915.840783035153,176457.3,4583845.2639
0.5056128,870851.8127231998,13643.3,14326.374866171802,172236.9,4200089.904999999
0.5451138,920333.6172953999,14985.809999999998,15468.160635590877,168833.3,4542049.1529
0.5747395499999998,923081.1449012998,15130.080000000002,16468.880652760115,160608.6,4611799.684800001
0.5747395499999998,926676.7155260999,15165.990000000005,17232.43024547691,161234.2,4662783.6255
0.5589391499999993,845834.7905468991,13883.639999999996,15237.727954519807,151328.6,4236176.2368
0.5609141999999998,700852.7573585999,11350.300000000001,12665.803194252057,124948.3,3488060.693
0.5648642999999999,538861.9016781,8851.989999999996,9553.177817840111,95396.7,2810152.7453999994
0.5747395499999999,405808.6530267,7329.7,7448.463189320282,70607.4,2378414.353
0.5747395499999999,296326.5161471999,4956.910000000001,5229.394741061033,51558.4,1621355.6918999997
0.5806646999999998,232913.32114049996,3918.569999999999,4664.16537558043,40111.5,1290110.8010999993
0.58658985,206127.08670015002,3467.7899999999995,4203.814584308206,35139.9,1162056.429
0.5569641,184624.6877244,3202.53,3487.303638265463,33148.4,1165048.3887000002
0.5549890499999999,214058.72159595002,3698.4499999999994,3892.78775199387,38569.9,1408036.8994999998
0.5510389499999999,301037.53773554997,4864.330000000001,5219.201124164979,54630.9,1857784.9136
0.50758785,423364.30563734996,7044.539999999999,7215.407454561527,83407.1,2706512.268
0.4779620999999999,574822.0754892,8885.93,9439.81980440876,120265.2,3417795.2559
0.47655135000000054,737639.0615731508,11167.93,12107.151878815455,154786.9,4320537.0791
0.4620206249999999,835084.7229037499,12736.259999999998,13241.203453036844,180746.2,4815834.631199999
0.47683349999999985,849751.6290119998,12930.269999999999,13943.317183023566,178207.2,4962637.626
0.4577883749999999,901644.876383625,13284.959999999997,14219.199919772622,196956.7,5089866.724800001
0.45496687500000005,939067.5538406251,13847.39,14405.54550611703,206403.5,5400343.6261
0.44085937499999994,916087.7060156248,13063.630000000001,14024.8042761973,207795.9,5119767.233300001
0.4747173749999999,917424.5574037498,13399.320000000002,14420.669610480061,193257.0,5294607.304800001
