1361.9,16282.599999999999,41808.5
1061.1,12288.3,31346.4
812.3,9276.099999999999,23685.699999999997
615.5,7311.9,18826.399999999998
550.5,6011.4,15679.699999999999
484.6,5653.099999999999,14617.8
497.6,5958.5,14976.1
615.5,7311.9,18826.399999999998
930.2,10629.5,27536.0
1218.0,14305.4,37254.59999999999
1676.6,19600.199999999997,50172.799999999996
1964.4,23276.1,59931.299999999996
2043.3,23952.8,61989.2
2174.2,25558.7,65534.100000000006
2226.2,26593.7,68946.3
2187.2,25916.999999999996,66197.8
2174.2,25558.7,65494.2
2174.2,25558.7,65839.5
2082.3,24576.6,63741.7
2082.3,24576.6,63090.99999999999
2056.3,24258.199999999997,62732.7
1938.4,22917.8,59227.7
2056.3,24258.199999999997,63038.09999999999
1820.5,21617.3,55417.299999999996
1479.8,17622.999999999996,45658.8
1113.1,13270.4,34107.899999999994
825.3,9647.399999999998,25040.0
681.4,7670.2,19530.0
550.5,6011.4,15679.699999999999
484.6,5653.099999999999,14312.399999999998
484.6,5653.099999999999,14976.1
563.5,6316.799999999999,16024.999999999998
694.4,7988.599999999999,20578.899999999998
943.2,10987.8,28239.6
1244.0,14929.199999999999,37998.1
1584.6999999999998,18618.1,48380.399999999994
1794.5,20940.6,53983.2
1925.4,22599.399999999998,58178.79999999999
1977.4,23581.499999999996,60595.0
2056.3,24258.199999999997,62387.399999999994
2108.3,25240.3,64790.59999999999
2213.2,26235.399999999998,67592.0
2095.3,24934.9,64445.29999999999
2043.3,23899.899999999998,61683.8
1964.4,23276.1,59931.299999999996
2043.3,23952.8,61989.2
1977.4,23594.499999999996,61285.59999999999
1807.5,21259.0,54673.799999999996
1479.8,17622.999999999996,45579.0
1113.1,13270.4,34107.899999999994
825.3,9647.399999999998,24734.6
615.5,7311.9,18826.399999999998
550.5,6011.4,15679.699999999999
458.6,5334.7,13529.0
458.6,5334.7,13568.9
484.6,5653.099999999999,14312.399999999998
615.5,7311.9,18826.399999999998
943.2,10987.8,28279.499999999996
1427.8,16640.899999999998,42552.0
1820.5,21617.3,55417.299999999996
1977.4,23594.499999999996,60980.2
2161.2,25253.3,65454.3
2226.2,26593.7,68255.69999999998
2292.1,26912.1,69689.8
2305.1,27217.5,70008.2
2475.0,29553.0,75956.29999999999
2436.0,28876.3,74203.79999999999
2357.1,28252.499999999996,72796.59999999999
2292.1,26912.1,69304.59999999999
2292.1,26912.1,69304.59999999999
2161.2,25253.3,65148.899999999994
1794.5,20940.6,53983.2
1348.9,15964.199999999999,41104.899999999994
995.2,11969.9,30642.8
733.4,8652.3,22636.800000000003
602.5,6993.5,17472.1
497.6,6011.4,15361.3
484.6,5653.099999999999,14617.8
576.5,6635.2,16728.6
812.3,9328.999999999998,23685.699999999997
1192.0,13947.099999999999,36205.7
1715.6,20263.899999999998,51925.299999999996
2187.2,25916.999999999996,66888.4
2553.9,30229.699999999997,77708.79999999999
2540.9,29911.299999999996,76659.9
2789.7,32870.6,84971.29999999999
2920.6,34529.4,88821.59999999999
2920.6,34582.299999999996,89485.29999999999
2710.8,32246.8,83218.79999999999
2553.9,30229.699999999997,78054.09999999999
2331.1,27588.799999999996,71402.4
2213.2,26235.399999999998,67592.0
2226.2,26593.7,68601.0
2423.0,28570.899999999998,73540.09999999999
2292.1,26899.1,68999.2
1728.6,20635.2,53279.6
1322.9,15605.9,39750.6
995.2,11969.9,30642.8
825.3,9647.399999999998,24734.6
694.4,7975.599999999999,20180.699999999997
681.4,7670.2,19530.0
681.4,7670.2,19530.0
707.4,8294.0,21229.6
930.2,10629.5,27536.0
1348.9,15964.199999999999,41104.899999999994
1846.5,21935.699999999997,56784.6
2423.0,28570.899999999998,73460.29999999999
2684.8,31888.499999999996,81864.5
2592.9,30906.399999999998,79806.59999999999
2710.8,32246.8,83577.1
2841.7,33905.6,87427.4
2828.7,33547.299999999996,86683.9
2789.7,32923.5,85011.19999999998
2592.9,30893.399999999998,79766.7
2410.0,28252.499999999996,73154.9
2423.0,28570.899999999998,73858.5
2436.0,28876.3,74509.19999999998
2357.1,28252.499999999996,72796.59999999999
2095.3,24934.9,64086.99999999999
1610.6999999999998,19281.799999999996,49814.5
1192.0,13947.099999999999,35860.399999999994
851.3,9952.8,25783.5
681.4,7670.2,19875.3
576.5,6635.2,16768.5
484.6,5653.099999999999,14976.1
484.6,5653.099999999999,14312.399999999998
602.5,6993.5,17472.1
943.2,10987.8,28199.699999999997
1571.6999999999998,18605.1,47716.7
2043.3,23899.899999999998,61683.8
2553.9,30229.699999999997,78014.19999999998
2658.8,31264.699999999997,80815.59999999999
2658.8,31211.8,80510.2
2710.8,32246.8,83577.1
2841.7,33905.6,87772.69999999998
3090.5,36864.899999999994,95088.1
2710.8,32246.8,82913.4
2449.0,28929.2,74907.4
2213.2,26235.399999999998,67552.1
2331.1,27575.799999999996,71362.5
2658.8,31211.8,80815.59999999999
2566.9,30535.1,78359.5
1964.4,23276.1,59931.299999999996
1558.6999999999998,18246.8,47013.09999999999
1087.1,12646.599999999999,32753.6
812.3,9328.999999999998,23725.6
602.5,6993.5,17472.1
484.6,5653.099999999999,14976.1
458.6,5334.7,13568.9
445.6,4976.4,12559.899999999998
576.5,6635.2,17379.3
956.2,11293.199999999999,28890.299999999996
1676.6,19600.199999999997,50172.799999999996
2069.3,24576.6,63038.09999999999
2553.9,30229.699999999997,78014.19999999998
2723.8,32565.199999999997,84267.69999999998
2671.8,31570.099999999995,81479.3
2658.8,31211.8,80510.2
2841.7,33905.6,87427.4
2828.7,33547.299999999996,86683.9
2671.8,31570.099999999995,81160.9
2436.0,28876.3,74509.19999999998
2213.2,26235.399999999998,67592.0
2108.3,25240.3,64790.59999999999
2174.2,25558.7,65839.5
2161.2,25253.3,65454.3
1964.4,23223.2,59546.09999999999
1558.6999999999998,18299.7,47066.0
1100.1,12964.999999999998,33484.09999999999
812.3,9328.999999999998,24031.0
615.5,7311.9,18826.399999999998
484.6,5653.099999999999,14976.1
484.6,5653.099999999999,14312.399999999998
484.6,5653.099999999999,14272.5
602.5,6993.5,18082.899999999998
995.2,11969.9,30642.8
1846.5,21922.699999999997,56081.0
2174.2,25611.6,66197.8
2540.9,29911.299999999996,77310.6
2592.9,30906.399999999998,79806.59999999999
2658.8,31211.8,80510.2
2579.9,30535.1,78412.4
2605.9,31211.8,80417.4
2475.0,29553.0,76261.7
2305.1,27217.5,70048.09999999999
2069.3,24576.6,63038.09999999999
1859.5,22241.1,57129.9
1807.5,21259.0,54633.899999999994
1833.5,21617.3,56081.0
1964.4,23276.1,59931.299999999996
1912.4,22294.0,57528.09999999999
