0.1670625,161353.64025,1361.9,5056.305803453848,6418.205803453849,965828,543479.814
0.1670625,120741.2476875,1061.1,3865.577019458067,4926.677019458067,722731,428037.12899999996
0.1670625,90442.1244375,812.3,3326.2713172238937,4138.571317223894,541367,333587.241
0.1670625,71490.5544375,615.5,3117.863140336029,3733.363140336029,427927,252988.965
0.5332634999999999,189694.62527399996,3112.2,396.5627730216097,3508.7627730216095,355724,1304198.532
0.5332634999999999,176345.97334199995,2912.7,953.9116255030262,3866.611625503026,330692,1235800.356
0.5332634999999999,183097.08925199998,3032.3999999999996,2411.101448909021,5443.501448909021,343352,1279096.6439999999
0.5332634999999999,230510.08030049995,3790.5,4738.667348533767,8529.167348533767,432263,1595307.735
0.5332634999999999,336924.94477949996,5506.2,6520.469550326204,12026.669550326204,631817,2259303.9839999997
0.5332634999999999,458393.3045999999,7461.299999999999,7319.636360618948,14780.936360618947,859600,2943557.4629999995
0.5332634999999999,623616.4678589999,10094.7,6578.0265317623525,16672.726531762353,1169434,3887872.758
0.5332634999999999,741628.7469359998,12009.9,4806.807335330233,16816.707335330233,1390736,4579134.671999999
0.5332634999999999,766284.7181219999,12408.9,4402.532635644826,16811.432635644825,1436972,4779411.924000001
0.5332634999999999,812184.8406209998,13127.099999999999,3881.5682768705883,17008.668276870587,1523046,5190717.881999999
0.5332634999999999,851132.8068704999,13765.499999999998,2854.270531110791,16619.77053111079,1596083,5619627.72
0.5332634999999999,821597.4746594998,13326.599999999999,2341.7995056241325,15668.399505624131,1540697,5446847.952
0.5332634999999999,810799.4220479998,13127.099999999999,1297.1185098732203,14424.218509873219,1520448,5325270.657
0.1670625,255570.7089375,2174.2,11000.124507579025,13174.324507579026,1529791,875615.566
0.5332634999999999,787192.9134299998,12768.0,27.37981747086087,12795.37981747086,1476180,5120223.359999999
0.5332634999999999,783030.2585489998,12688.2,641.3159387201504,13329.515938720151,1468374,5090886.4860000005
0.5332634999999999,775534.7067929999,12568.5,1395.7349238015813,13964.234923801581,1454318,4979639.7
0.5332634999999999,732858.1621514999,11890.2,1956.374589784571,13846.574589784572,1374289,4629924.978
0.1670625,243091.641375,2056.3,9671.468218366783,11727.768218366782,1455094,798461.29
0.1670625,215206.905375,1820.5,7136.622338786849,8957.122338786849,1288182,710304.485
0.1670625,176329.2898125,1479.8,5206.799518643844,6686.599518643844,1055469,576382.1
0.1670625,130513.06743750001,1113.1,4144.0254022516365,5257.125402251636,781223,430090.709
0.1670625,95589.3200625,825.3,3568.8821879552897,4394.18218795529,572177,318788.631
0.1670625,74708.679375,681.4,3098.3545535620306,3779.7545535620307,447190,266808.984
0.5332634999999999,189773.54827199996,3112.2,369.3755634677568,3481.5755634677566,355872,1245097.8539999998
0.5332634999999999,175755.11738399995,2912.7,1012.8015645344458,3925.5015645344456,329584,1189080.648
0.5332634999999999,179766.32543099998,2992.5,2463.535988442036,5456.035988442036,337106,1252540.8
